\c:1546359957*5B\$GPGLL,3247.1898,N,07954.5892,W,162557.000,A,D*4F
\c:1546359957*5B\$GPGLL,3247.222,N,07954.564,W,162556,A,A*5E
\c:1546359958*54\$GPGLL,3247.1898,N,07954.5892,W,162558.000,A,D*40
\c:1546359959*55\$GPGLL,3247.1898,N,07954.5892,W,162559.000,A,D*41
\c:1546359959*55\$GPGLL,3247.222,N,07954.564,W,162558,A,A*50
\c:1546359960*5F\$GPGLL,3247.1898,N,07954.5892,W,162600.000,A,D*4E
\c:1546359961*5E\$GPGLL,3247.1899,N,07954.5893,W,162601.000,A,D*4F
\c:1546359961*5E\$GPGLL,3247.222,N,07954.564,W,162600,A,A*5E
\c:1546359962*5D\$GPGLL,3247.1899,N,07954.5893,W,162602.000,A,D*4C
\c:1546359963*5C\$GPGLL,3247.1899,N,07954.5893,W,162603.000,A,D*4D
\c:1546359963*5C\$GPGLL,3247.222,N,07954.564,W,162602,A,A*5C
\c:1546359964*5B\$GPGLL,3247.1900,N,07954.5893,W,162604.000,A,D*4B
\c:1546359965*5A\$GPGLL,3247.1900,N,07954.5893,W,162605.000,A,D*4A
\c:1546359965*5A\$GPGLL,3247.222,N,07954.564,W,162604,A,A*5A
\c:1546359966*59\$GPGLL,3247.1900,N,07954.5893,W,162606.000,A,D*49
\c:1546359967*58\$GPGLL,3247.1900,N,07954.5892,W,162607.000,A,D*49
\c:1546359968*57\$GPGLL,3247.222,N,07954.564,W,162606,A,A*58
\c:1546359968*57\$GPGLL,3247.1900,N,07954.5893,W,162608.000,A,D*47
\c:1546359969*56\$GPGLL,3247.1899,N,07954.5893,W,162609.000,A,D*47
\c:1546359970*5E\$GPGLL,3247.222,N,07954.564,W,162608,A,A*56
\c:1546359970*5E\$GPGLL,3247.1899,N,07954.5893,W,162610.000,A,D*4F
\c:1546359971*5F\$GPGLL,3247.1899,N,07954.5893,W,162611.000,A,D*4E
\c:1546359972*5C\$GPGLL,3247.222,N,07954.564,W,162610,A,A*5F
\c:1546359972*5C\$GPGLL,3247.1899,N,07954.5893,W,162612.000,A,D*4D
\c:1546359973*5D\$GPGLL,3247.1899,N,07954.5894,W,162613.000,A,D*4B
\c:1546359974*5A\$GPGLL,3247.222,N,07954.564,W,162613,A,A*5C
\c:1546359974*5A\$GPGLL,3247.1899,N,07954.5893,W,162614.000,A,D*4B
\c:1546359975*5B\$GPGLL,3247.1899,N,07954.5893,W,162615.000,A,D*4A
\c:1546359976*58\$GPGLL,3247.222,N,07954.564,W,162615,A,A*5A
\c:1546359976*58\$GPGLL,3247.1900,N,07954.5894,W,162616.000,A,D*4F
\c:1546359977*59\$GPGLL,3247.1900,N,07954.5893,W,162617.000,A,D*49
\c:1546359978*56\$GPGLL,3247.222,N,07954.564,W,162617,A,A*58
\c:1546359978*56\$GPGLL,3247.1900,N,07954.5893,W,162618.000,A,D*46
\c:1546359979*57\$GPGLL,3247.1900,N,07954.5893,W,162619.000,A,D*47
\c:1546359980*51\$GPGLL,3247.222,N,07954.564,W,162619,A,A*56
\c:1546359980*51\$GPGLL,3247.1901,N,07954.5892,W,162620.000,A,D*4D
\c:1546359981*50\$GPGLL,3247.1901,N,07954.5892,W,162621.000,A,D*4C
\c:1546359982*53\$GPGLL,3247.222,N,07954.564,W,162621,A,A*5D
\c:1546359982*53\$GPGLL,3247.1901,N,07954.5892,W,162622.000,A,D*4F
\c:1546359983*52\$GPGLL,3247.1901,N,07954.5892,W,162623.000,A,D*4E
\c:1546359984*55\$GPGLL,3247.223,N,07954.564,W,162623,A,A*5E
\c:1546359984*55\$GPGLL,3247.1901,N,07954.5892,W,162624.000,A,D*49
\c:1546359985*54\$GPGLL,3247.1901,N,07954.5891,W,162625.000,A,D*4B
\c:1546359986*57\$GPGLL,3247.223,N,07954.564,W,162625,A,A*58
\c:1546359986*57\$GPGLL,3247.1901,N,07954.5891,W,162626.000,A,D*48
\c:1546359987*56\$GPGLL,3247.1902,N,07954.5892,W,162627.000,A,D*49
\c:1546359988*59\$GPGLL,3247.1902,N,07954.5892,W,162628.000,A,D*46
\c:1546359988*59\$GPGLL,3247.223,N,07954.563,W,162627,A,A*5D
\c:1546359989*58\$GPGLL,3247.1903,N,07954.5892,W,162629.000,A,D*46
\c:1546359990*50\$GPGLL,3247.223,N,07954.563,W,162629,A,A*53
\c:1546359990*50\$GPGLL,3247.1903,N,07954.5891,W,162630.000,A,D*4D
\c:1546359991*51\$GPGLL,3247.1903,N,07954.5891,W,162631.000,A,D*4C
